"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
495,0,0,0,0,0,0,1,0,0
496,0,0,0,0,1,1,0,1,0
497,0,0,0,0,0,1.75245561142713e-139,0,0,0
498,0,0,0,0,0,0,1,6.04157512362117e-55,0
499,0,0,0,0,1,0,0,0,0
500,1,1.81230487055779e-53,0,0,0,5.42838505019289e-237,0,1,0
501,0,0,0,0,0,1,0,0,1.64284473592258e-41
502,0,0,1,0,0,1,1.12012976637866e-154,0,0
503,0,1,0,0,0,2.91865076093575e-190,0,0,0
504,0,0,1,0,1,0,1,1,0
505,3.12637456403487e-253,0,0,1,0,0,0,0,0
506,1,0,0,0,0,0,0,0,1
507,0,0,0,8.50538890749261e-197,0,0,0,0,0
508,5.01570430907125e-302,1,0,0,0,0,0,0,1
509,3.46996001980775e-54,1,1,0,1,0,0,0,0
510,0,0,0,0,1,0,0,0,0
511,0,0,4.81613414391085e-238,0,0,0,0,0,0
512,0,1,0,0,0,0,0,0,0
513,0,1,1,1,1,0,0,0,0
514,0,0,1,0,1,0,0,1,1
515,0,0,0,0,0,0,1,1,1.71663992239429e-146
516,1.42534207662175e-290,0,0,0,2.68042220798438e-106,0,2.72667202206386e-27,0,1.37846868160297e-206
517,0,0,0,0,1,1,0,0,1
518,0,0,0,0,3.01669057905297e-115,0,1,0,0
519,0,1,0,0,0,0,0,0,0
520,1,0,1,1.02795591148893e-220,0,0,0,0,1
521,1,0,0,0,0,0,0,0,0
522,0,0,1.37708178341394e-282,0,1,0,1,0,0
523,1,0,1,0,1,0,1.26687491601977e-289,1,6.00621566294801e-106
524,0,1,0,1,0,0,0,0,0
525,0,1,0,1,0,0,0.999999960448786,0,0
526,8.22794892502689e-36,1,0,1,0,0,0,0,0
527,1,0,1.90405919356548e-242,0,0,0,4.44541853109579e-129,0,0
528,0,0,0,0,0,1,0,0,0
529,0,5.4195784028319e-84,0,0,3.13006491290039e-231,0,0,0,0
530,1.71780998548042e-282,0,2.89912365125089e-80,1,0,0,1,0,0
531,0,0,0,0,0,7.51492177351791e-177,0,0,0
532,0,3.3507856797943e-17,0,0,0,0,0,0,0
533,0,1,0,0,1,0,1,5.23733889007124e-87,0
534,1,1,2.08651365103126e-284,2.89341651307253e-32,0,0,0,0,0
535,1,0,1,0,0,0,0,0,0
536,3.28315848956285e-24,0,3.42729623312436e-294,0,1,0,0,7.09647787912579e-197,1
537,7.48043450680602e-146,1,0,1,0,1,1,0,2.38943115839919e-51
538,0,0,4.5698771257324e-176,4.22911608960337e-29,1,0,1,0,0
539,0,1,0,4.25716637737303e-24,0,0,0,0,0
540,0,0,0,1,0,4.77902140590189e-91,0,0,0
541,1,0,1,1,1,0,0,1,0
542,0,0,1.23091407206493e-241,0,0,0,0,0,0
543,3.66163867269147e-130,0,0,0,0,1.5898386434363e-224,0,0,1
544,1.06258147401971e-111,0,0,0,0,0,0,0,1.38422162977494e-66
545,0,0,0.999866192756736,0,0,1,1,0,5.69016253048751e-62
546,0,0,0,1,1,0,0,0,1
547,1,0,2.18864518895118e-153,0,0,1,0,8.32135222039326e-211,0
548,0,0,0,0,2.39885730052107e-292,0,0,0,1
549,0,1,1,0,1,0,1,2.03793320464032e-52,1
550,0,0,1,0,0,0,0,0,3.78783359658079e-127
551,0,0,0,0,1,1,0,0,2.05159981058915e-191
552,2.05987688488574e-61,1.30279223207337e-96,0,0,1,1,0,0,0
553,0,1,0,0,0,0,1,0,0
554,0,1,0,0,0,0,0,0,1
555,0,1,0,0,0,0,4.19173290731738e-149,0,0
556,0,0,1,0,0,0,0,0,0
557,9.14889126316859e-134,0,0,0,1,0,1,0,1
558,1,0,8.26993444466836e-160,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,6.49921526208484e-286
560,0,0,0,0,1,0,0,0,0
561,0,0,0,5.34528565474057e-175,0,0,1,0,0
562,0,0,0,1,0,4.11229725256492e-235,0,0,0
563,0,0,0,0,1,0,1,0,0
564,0,0,5.38489553115397e-242,0,0,1,1,0,0
565,0,0,1,0,0,1.12040473564352e-262,1,1,1
566,0,1,0,0,1,0,0,1,1.21706053135032e-192
567,0,0,6.40922355681271e-297,0,0,0,0,0,0
568,2.10753544707192e-199,0,1,0,0,0,0,0,1
569,2.26129769270572e-55,1,1.05330939001487e-131,0,1,0,0,0,0
570,0,0,0,0,0,1,0,3.99526565395298e-162,0
571,0,5.38641778732771e-174,1,1,0,0,1,1,0
572,0,0,1.12332747694863e-22,0,1,1,3.50491723036652e-115,0,0
573,0,0,6.04777205139526e-209,9.13839227999727e-119,0,0,1,1,0
574,0,0,0,0,0,0,0,0,3.3733439734548e-48
575,0,0,1,0,0,0,0,1,1
576,0,0,3.60343235782749e-58,0,0,0,1,0,1
577,0,1,0,0,0,1,0,0,0
578,1,1,1,0,1,1,0,0,0
579,0,0,0,2.2638851489624e-78,0,0,1,1,1
580,6.73106472292383e-105,0,0,0,0,0,1,0,1
581,0,0,1,0,0,0,0,0,0
582,5.30196793536906e-205,0,1,4.31759494014433e-33,0,1,0,0,0
583,1,0,0,0,2.65384198679577e-124,2.07387750483338e-240,0,0,0
584,0,5.80583302922966e-150,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,1
586,0,0,0.9999999999999,1,0,0,0,1,1
587,0,0,0,1,0,0,1,1,0
588,0,0,0,0,0,0,0,0,0
589,0,0,0,0,1,0,1,0,0
590,0,0,1,0,7.73541784046085e-62,1,0,1,0
591,0,0,0,1,0,1,6.5543401692045e-64,0,0
592,0,0,0,9.31502246285666e-239,0,0,0,0,0
593,0,0,0,4.73396275616896e-112,1.57987678615824e-113,1,0,0,1
594,1,0,0,0,0,0,0,1,0
595,1,1,0,0,0,0,0,1.43959269755784e-46,0
596,1,0,0,0,0,0,0,0,0
597,3.23766023805978e-223,1,0,0,8.04529733026689e-216,0,2.73894520090046e-237,1,0
598,0,0,0,1,0,0,0,1,0
599,0,0,0,1.32505457136429e-56,0,0,1,0,0
600,2.94148209455211e-262,0,0,0,0,1,0,1,0
601,0,1,1,1,0,0,0,0,0
602,0,1,0,0,9.41973417223006e-65,0,0,1,1
603,0,0,1,0,0,0,1,6.6024810264279e-133,0
604,0,0,0,0,0,0,0,1,0
605,0,0,0,1,0,0,0,0,0
606,1,0,0,0,0,0,0,0,1
607,0,0,0,0,0,0,1,0,1
608,0,0,1,0,0,0,0,0,1
609,0,0,1.74913192680441e-274,0,1.13111091075599e-52,1,0,0,0
610,0,0,2.44432247322149e-160,0,0,0,0,0,0
611,0,0,0,0,0,1,0,0,6.65084657545513e-29
612,0,0,0,2.22576262523883e-71,0,1,1,1,0
613,0,0,1,0,0,1,2.25135317071806e-250,7.00467208288204e-149,0
614,0,0,1,0,0,0,5.75373400443205e-153,0,0
615,0,2.2654932129417e-164,0,0,0,0,0,1,0
616,0,0,0,1,1,0,0,0,1
617,0,0,0,1,5.80752499206901e-57,0,0,0,0
618,0,0,1,0,0,0,0,0,0
619,0,7.24950344644043e-307,0,0,0,0,1,0,0
620,0,0,1,0,0,0,0,1,0
621,0,0,0,0,0,0,0,0,4.78097960816974e-277
622,0,0,0,1,0,1,0,6.03881058309098e-265,0
623,0,0,0,0,1,1,0,0,4.01521216427499e-117
624,0,1,0.806151439448685,1,0,0,0,3.9943676940596e-289,0
625,0,0,0,0,1,1,1,0,0
626,0,0,0,0,3.10494844401848e-48,1.05424306688293e-88,1.58979308741726e-185,0,0
627,1,0,0,0,0,1,0,1,0
628,1,0,0,0,0,0,0,2.85100777582804e-240,1
629,0,0,0,1,5.18533025172285e-286,0,1,0,7.57856111940574e-251
630,0,0,0,0,0,0,1,0,1
631,1,1,0,1,0,1,4.3452782965653e-188,0,0
632,0,0,0,0,1,0,0,1,0
633,0,0,0,1,1,0,0,0,0
634,0,0,0,0,0,0,0,1,0
635,0,0,1,0,0,0,0,0,0
636,0,1,0,0,0,0,1,0,0
637,0,0,1,0,0,0,2.1416458929838e-232,0,0
638,3.409638285592e-75,1,1,0,7.19621486994306e-281,0,6.13127232756899e-226,0,0
639,0,0,0,1.26489533202253e-92,0,4.42836693216441e-63,1,0,0
640,0,0,0,0,0,1.89469093058967e-241,1,0,0
641,0,1,0,1,0,4.21433248043391e-52,1,1.50330560129297e-126,0
642,0,0,0,0,3.44306268750358e-223,0,0,0,0
643,1.21956581348074e-303,1,0,0,0,1,0,0,0
644,1,0,0,9.9404151770852e-152,6.98450626363413e-168,0,0,1,0
645,0,0,1,0,0,0,0,0,0
646,0,1,0,0,0,0.00481306483639606,0,0,5.85162988108202e-230
647,1,8.16077440781087e-06,0,1,1,0,1,0,0
648,0,0,0,0,0,1,0,0,1
649,0,0,0,4.66992190325302e-188,0,0,1.19536588072308e-54,1.00061806471014e-93,1
650,0,0,0,0,0,0,0,7.78179129223729e-271,0
651,1,1,0,1,0,0,0,0,0
652,0,0,0,0,0,0,1,4.85433716650554e-273,0
653,0,0,0,0,1.01449856925095e-192,0,0,0,0
654,0,0,0,1,1,0,0,0,0
655,0,0,1.07547690849913e-21,0,0,0,1,1,0
656,0,1,1,0,0,0,2.00837543717281e-193,0,0
657,0,0,0,0,3.24405014982648e-267,1.55442930951096e-148,1.05613023655888e-16,0,0
658,1,0,0,0,0,0,0,1,0
659,0,0,0,0,2.78281359534173e-221,1,0,0,0
660,0,0,0,0,0,4.38217094562254e-211,0,0,4.30259654765226e-16
661,1,1,1,0,1,0,0,1,9.03785223600212e-160
662,0,0,2.15998667471982e-286,1,1,0,1,0,1
663,0,0,0,0,1,0,0.999999999824521,1,0
664,0,0,0,0,0,1,0,0,0
665,0,1,0,0,2.12178829912593e-47,0,0,2.69437011875606e-163,3.04851343612231e-78
666,0,0,0,0,0,0,0,2.28044996491116e-32,0
667,4.04307705461946e-261,1,0,0,0,1,0,1,1
668,0,2.34125176929587e-185,1.37243097544004e-45,0,0,1,0,1,0
669,0,0,0,1,0,0,1,0,0
670,1,1,1,1,0,1,1,0,0
671,0,1,0,1,0,6.29119151700358e-222,0,1,0
672,1,0,0,0,0,0,0,0,1
673,0,0,0,5.92126646881545e-236,0,1,0,0.0137485838234276,0
674,1,0,1.72793737238664e-180,0,0,0,0,1,0
675,0,0,0,1,2.05560223491222e-105,0,0,3.8121899099606e-118,0
676,0,0,1,2.81941248354757e-85,1.62792014904371e-148,5.6368970224218e-196,6.01781329239974e-271,0,4.09584003131539e-199
677,0,0,1,7.55697856317211e-99,0,0,0,0,0
678,0,0,1.48870624702814e-90,0,0,1,0,5.17799734065855e-100,1.79141979598038e-136
679,0,0,0,2.77247220857046e-67,1,0,0,0,0
680,1,1.56558559133279e-154,0,1,0,1,0,1,1
681,2.33767356111421e-284,0,0,0,3.85142117063259e-49,0,0,0,0
682,1,0,0,0,0,1,1,0,0
683,0,1,0,0,1,1,0,0,0
684,0,0,0,0,4.64875446745331e-67,0,1,1.08826060333743e-234,1
685,0,0,0,1,0,2.22693740596646e-237,1,0,0
686,0,0,7.99100488913249e-08,0,0,0,3.52642392138489e-148,3.1925826183974e-81,0
687,1.45990993699053e-45,1,1,0,0,0,0,0,1
688,0,0,1,0,0,0,0,1,0
689,1,7.24252346283614e-160,0,1.7343599315702e-242,2.34493680024202e-267,0,1,8.87742841386049e-223,0
690,0,0,0,0,1,7.12115474405876e-170,0,0,0
691,0,0,1,0,0,0,0.12282899598183,1,0
692,8.64637416163715e-108,0,0,1,0,0,0,0,0
693,0,0,0,0,0,1,1,5.92910127901485e-123,0
694,1,0,5.73414427448689e-39,0,0,0,0,1,0
695,0,0,0,0,0,0,0,0,0
696,0,1,0,1,0,1,0,0,0
697,1.06787846439092e-143,1,8.18277824233291e-50,0,0,0,0,0,0
698,1,0,1.59401775063964e-112,0,0,0,0,0,0
699,0,1,1,0,0,0,1,0,0
700,0,0,0,0,0,0,1,0,0
701,0,0,0,2.1220939047212e-201,0,1,0,0,0
702,1,0,1,1,0,0,0,0,0
703,0,0,3.45676548515341e-129,0,0,0,4.44832366802603e-266,0,0
704,0,0,0,0,1,0.999999998798061,0,0,0
705,0,0,0,1,0,4.98801956654478e-06,0,2.54908126177627e-295,0
706,1,1,0,1.96159832030109e-278,0,0,0,0,0
707,1,1,0,0,1,1.84468473116711e-45,1,1,0
708,0,0,0,0,0,0,1,0,1
709,0,0,7.81987577643095e-215,0,0,0,0,1,1.4185847754313e-224
710,1,0,0,1,1,0,0,0,0
711,0,0,0,0,0,1,1,1,0
712,3.74036680222001e-76,0,0,1,1,1,2.51688609929714e-131,0,0
713,0,0,2.37146696441119e-52,0,0,1,0,0,0
714,0,0,0,0,0,0,0,8.13880631234348e-106,0
715,1,0,0,0,0,1,0,1,0
716,0,0,1,1,1,0,0,0,0
717,1,0,1,1.38838546658234e-292,0,0,0,1,1
718,0,0,0,0,0,2.89262856064949e-11,1,0,0
719,0,0,0,0,0,0,0,0,1
720,0,1,1,0,1,0,1,1.75073548257866e-137,0
721,0,1,1,0,0,0,0,1,4.88440029196772e-20
722,0,0,0,1,1.56547577779837e-162,1.73062066793895e-288,0,0,1
723,1,0,0,0,0,0,0,1,0
724,0,0,8.14220340142415e-152,0,0,1,0,0,0
725,3.09978344536343e-129,0,0,0,0,1,0,1,0
726,0,1,1,0,1,0,0,1,1
727,3.43311199008503e-44,0,1,1,3.72992213901765e-56,1,0,0,0
728,0,8.89230973600404e-46,0,0,0,0.999999628865758,1,0,1
729,0,1,0,1,0,0,1,0,2.77876562004187e-191
730,0,1,0,9.79723616728644e-179,1.70611585537643e-279,0,0,0,0
731,0,0,1,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0
733,0,1,1,0,0,1,0,1,1
734,0.999999999903353,0,1,0,1,0,0,1,0
735,0,1,0,0,0,0,0,1,0
736,0,0,0,6.66320182547448e-221,1.73407315605023e-178,4.52857513996265e-60,0,0,1
737,1,0,0,0,1,0,1.23078180312445e-233,6.5888198897296e-174,0
738,0,1,0,1,1.76913562275716e-137,0,1,0,0.000288745817309
739,0,1,4.78426582169312e-133,0,0,0,1,0,0
740,0,0,1,6.93211792258094e-162,0,2.7701763786865e-191,7.11684781677336e-291,0,0
741,1,0,0,0,0,0,0,0,0
742,1,0,0,0,1,4.62831948560037e-130,1,0,1.39690824626765e-295
743,0,0,0,0,0,8.47553819414103e-197,6.01280438164427e-41,0,1
744,1,0,0,0,0,1,1,0,0.999999999993298
745,1,0,0,9.14281622743982e-270,0,1.39125669751103e-210,0,0,0
746,0,1,9.7945815268468e-197,0,0,1,0,0,0
747,7.39248461083407e-251,0,0.999896149540152,0,0.999999999988904,0,0,0,0
748,0,0,9.3201806961406e-221,8.55531034660816e-266,1.40572382710537e-155,0,0,1,0
749,0,0.0131051145983919,1,8.47155745677717e-17,0,0,0,1,0
750,0,0,0,1,0,0,0,8.26300979604902e-305,0
751,0,0,0,0,0,1,0,0,1
752,1,0,0,0,1,1,0,1,1
753,1,1,0,2.18875497000764e-247,5.32113971261069e-263,0,0,0,0
754,0,0,0,0,0,0,1.73500146147127e-164,6.317408282032e-161,0
755,1,0,0,0,0,0,0,1,1
756,0,0,0,1,1,1,0,0,0
757,0,1,0,0,0,3.2862243545242e-180,4.89824627094874e-205,0,0
758,0,1,3.36333653386845e-231,0,1,1,0,0,0
759,1,1,0,0,1,0,1,1,0
760,1,0,0,0,0,0,1,0,7.98744289567157e-240
761,0,0,1,8.7559448262878e-86,0,0,0,0,0
762,0,1,1,0,0,1,0,1,0
763,0,1,0,0,0,0.999999928753645,1,0,1
764,0,1,0,3.93996558221961e-20,1,0,0,1,1
765,1,0,0,0,4.29124422087259e-167,0,9.31951550625132e-106,1,0
766,0,1,1,1.3561747934737e-37,1,0,1,3.15151065210244e-217,0
767,1,1,1,0,0,0,1,0,0
768,0,1,1.10208483477174e-234,0,0,1.21226949493194e-288,0,1,0
769,1,0,1,0,0,0,1,1,0
770,0,0,0,0,1,1,0,0,1
771,0,0,0,0,0,0,0,1.35922623575352e-06,0
772,0,0,0,0,1,1,1,1,1
773,0,1,2.07482969158565e-32,1,0,0,1,0,0
774,0,0,8.5785992818058e-67,0,1,1,0,0,0
775,1,0,0,1,5.41310942078017e-298,0,8.15738625826548e-272,0,0.99999999651565
776,7.17396003088396e-171,0,0,0,0,0,1,0,0
777,0,0,0,1,0,0,0,0,0
778,0,1,0,1,0,6.66025605324757e-148,1,0,0
779,9.82287776456445e-228,0,1.29881482604198e-66,0,0,1,0,1,0
780,0,1,0,0,0,0,3.75847392682965e-232,0,0
781,0,0,1,5.75267630162645e-12,0,1,1.59272388874136e-118,0,0
782,1,1,0,0,1,0,0,0,0
783,0,1,3.1333495377696e-252,4.83844693896841e-267,0,1,0,0,0
784,0,0,0,0,1,0,0,0,0
785,0,0,1,1,0,1,0,1,0
786,0,0,0,0,2.30303108959416e-135,0,1,3.71967355445059e-99,0
787,1.01746985188603e-33,1.29907137711858e-287,0,0,0,0,1,1,1
788,0,9.88486568751385e-231,1.65879767437723e-225,1,0,1.59629966143315e-106,8.34360353778179e-243,0,0
789,1,0,0,0,1,1.17665445941496e-271,0,0,0
790,0,0,0,0,0,0,0,0,0
791,1,1,1,0,0,0,1.2429037278646e-247,0,1
792,0,1.36313999279491e-305,1.66783160557486e-50,0,0,0,0,0,0
793,0,1,1,1,1,6.06694877387915e-279,1,0,0
794,1,1.30557447259448e-69,0,0,0,1,0,1,0
795,0,0,1,1,0,0,1,0,1
796,1,0,6.66274442227456e-267,1,1,0,1,1,0
797,0,0,0,0,0,2.25022905422298e-119,1,0,1
798,0,1,0,7.86656619670934e-292,0,0,1,0,4.68264880734731e-197
799,1,0,0,1,0,1,1,7.38844009290709e-67,1
800,1,0,0,1,0,0,0,1,1
801,0,1,0,1,0,1.05609331858519e-37,0,0,0
802,0,0,1,1,1,1,0,0,0
803,9.14793390322992e-157,0,0,1,0,1,7.56517610210496e-220,0,0
804,0,1.03850580867223e-49,1,0,0,1,0,1,0
805,1,0,1,0,0,1,6.78192960108873e-237,2.0315029991709e-256,0
806,0,0,1,0.999792612763068,0,0,3.80677968465433e-127,0,0
807,0,1,0,0,0,1,0,4.46990486892756e-98,0
808,7.60137948371621e-137,0,1,1,0,0,0,0,1
809,0,0,0.985058126342141,1,1,1,0,0,0
810,1.50029567916812e-274,0,1,1.33235569871212e-267,0,3.92210120371117e-222,0,0,1
811,0,0.00434759765445777,1,1,0,0,0,2.96822525291115e-201,0
812,0,0,1,1,0,0,1,0,1
813,0,0,0,1,1,0,0,0,0
814,0,6.08912637690433e-181,0,0,1.03534983606695e-190,0,1,0,0
815,1,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0
817,1,0,0,0,0,0,0,1,0
818,0,0,0,1.13732676149832e-189,0,0,0,0,1
819,0,1,0,0,0,1.42426168947817e-105,0,0,1
820,1,0,1.47538072399973e-247,0,0,0,0,0,8.81705573369544e-42
821,1,1,4.8878090443493e-268,0,0,0,1,0,0
822,0,0,9.57754509911027e-157,0,0,0,0,0,1.39612992869319e-137
823,0,0,0,1.19585502388656e-204,0,0,0,0,1
824,0,1,0,0,0,2.82947534786849e-93,0,1,1
825,0,0,0,1,0,0,0,0,0
826,0,0,0,2.87510906167939e-127,0,0,0,1.81693976586295e-222,1
827,1.16270928208406e-275,0,0,0,1,2.79980031915431e-82,0,0,1
828,0,1,0,0,0,0,0,0,0
829,4.75220374062031e-233,0,1,0,0,0,1,2.49464936164296e-160,0
830,0,2.20753758542937e-228,0,0,0,1.59212386341679e-112,0,1,1
831,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,1,0,1
833,2.70569647201788e-133,6.4290443001538e-276,0,0,1,1.63303223133784e-307,0,1,0
834,0,0,0,0,0,0,1,1,1
835,1,1,0,0,1,0,0,0,0
836,0,0,0,1,0,0,0,1,4.89614041654084e-61
837,1,1.11673086976756e-184,1,0,1,0,1,0,2.97697418458684e-279
838,0,6.41297622508269e-19,0,0,0,0,0,0,0
839,0,1,0,0.999915179776956,0,3.68161860998489e-50,0,1,0
840,0,1.12682631540446e-266,0,0,0,0,0,1,0
841,0,0,1.93922845431397e-44,0,0,2.88859016750239e-194,1,1.13982356970315e-79,1.57713793063084e-229
842,0,0,3.16956843634366e-65,0,1.03202189432269e-130,0,3.41445402310031e-181,0,0
843,1,1,0,1,0,1,0,1,1
844,0,0,1,0,4.56410921921042e-172,0,0,0,0
845,1,0,0,0,0,0,0,1,1
846,0,1,0,1,0,1,1.26185266460172e-158,1,0
847,1,0,0,0,0,0,1,0,0
848,0,0,1,0,0,0,1,0,0
849,1,0,0,0,1.91080412902178e-179,0,1,0,0
850,0,0,1,0,1,0,0.999994220902735,1,0
851,0,0,0,0,0,0,1,8.63414219227624e-227,0
852,0,0,1,2.23366889338203e-180,0,0,0.99999939107502,0,0
853,0,0,0,0,0,0,0,0,0
854,0,0,1.95071569853474e-93,7.00085586803433e-243,1,0,3.99289832837397e-235,0,0
855,0,1,0,8.06348476263963e-252,0,0,0,1,1
856,0,1,0,0,2.01874762736079e-265,0,1.77772616816042e-221,0,1
857,0,0,0,1,1,0,0,0,0
858,0,0,2.72496405390351e-256,0,0,0,0,5.35537383462373e-290,1
859,1,0,1,0,0,0,0,1,0
860,3.73052735736009e-180,0,0,0,0,0,0,5.95952063984825e-44,0
861,6.7224798605945e-269,0,2.66703888578738e-177,0,0,1,0,0,0
862,0,1,0,0,1.33740568122128e-253,0,0,0,2.94945601337927e-113
863,1,1.17615919539278e-267,0,7.7048706694848e-261,1.02200240375256e-266,0,1,0,0
864,3.75580208425415e-287,0,1,0,0,0,0,1,6.17792367474126e-141
865,0,0,0,0,1,3.90824479194683e-84,1,0,0
866,1,1.55577959252776e-211,0,7.92970889874992e-298,0,6.90707143438153e-157,0,0,2.93542202283109e-65
867,0,1,0,1,0,0,0,6.46270392115869e-182,0
868,0,0,7.53440386156349e-94,2.10016883113171e-245,0,0,0,0,0
869,0,0,0,4.18889774090025e-301,0,0,9.11215264642938e-06,1.12453565558728e-288,0
870,1,0,0,0,4.68548394052285e-264,0,0,1,1
871,1,1,1,0,0,0,0,0,1
872,0,1.34626585556167e-234,0,0,0,0,0,0,0.999999999999964
873,0,1,0,0,0,0,1,1,0
874,0,1,0,0,0,0,1,0,1
875,8.77439284272985e-164,4.48674061284119e-250,0,0,0,1,0,0,0.99999999999997
876,1,1,1,1,0,0,1,0,0
877,0,0,0,0,0,0,0,0,0
878,1,0,0,3.44297610137911e-212,1,0,0,1,1
879,1.35140822616664e-148,2.00610001053082e-242,1,1,0,1,0,0,0
880,0,0,0,1,1,0,0,3.20443660823611e-288,0
881,0,3.90367014876981e-243,1,0,0,0,1,0,1
882,1,1,0,1,1,0,0,1,0
883,1,5.76533401952053e-244,0,0,0,0,0,2.05257118663509e-247,1.33210578372792e-197
884,0,9.91119579680542e-206,0,1,0,4.66693859167419e-09,1,0,0
885,0,3.47702832801584e-277,1,1,0,0,0,1,1
886,0,0,0,0,0,9.10456591680526e-116,3.33349293045954e-74,0,0
887,2.34048479870911e-178,0,0,1,3.97832011872645e-177,1.26210354351554e-176,1,0,0
888,1,0,0,0,0,0,0,0,0
889,1,1,1,0,0,0,0,1,0
890,0,0,0,0,0,3.48976579314647e-264,0,0,0
891,0,0,0,1,0,0,0,0,0
892,0,0,8.61785592043485e-247,0,0,0,1,0,1
893,0,1.13223774944593e-57,0,1,0,0,0,0,0
894,0,0,0,1,0,1,0,0,6.00479834673893e-36
895,1,0,0,1,0,0,0,0,0
896,0,1,0,0,0,6.83963073538664e-41,1,0,8.19372156691399e-232
897,0,0,0,0,0,0,0,1,0
898,0,0,0,0,0,1,1,0,0
899,1,1,1,0,0,0,1,0,0
900,0,0,0,0,0,1,0,0,0
901,1,0,0,1,0,0,0,1.32367529490827e-234,0
902,4.88963692617805e-139,0,1,1,0,5.39208402019676e-289,1,1,0
903,0,9.83263979188644e-138,1,1,1,0,0,0,0
904,0,0,1,1,0,0,0,1,0
905,0,0,0,0.999999999993932,0,1,0,0,0
906,0,1,0,1,6.49954203175184e-149,0,1,6.17867349454565e-288,1.32669492270665e-141
907,3.99697875423525e-205,0,1,0,0,1,0,1,0
908,5.88263752090051e-32,1,0,0,1,0,1,0,0
909,0,0,0,0,0,1,0,1,0
910,0,0,0,1,1,1,0,0,0
911,9.40187675294574e-75,1,0,0,1,0,0,0,0
912,0,0,0,0,0,1,0,0,0
913,0,0,0,1.47693598666554e-108,0,0,0,0,1
914,0,0,0,1.41481978200127e-47,0,0,1,1,0
915,5.15116592077192e-172,1,0,0,0,0,5.22627335174978e-299,1,0
916,1,6.40870750417308e-90,0,0,0,0,0,0,0
917,1,0,0,0,0,0,1,0,1.46903340474909e-217
918,1,1,0,4.8466452975372e-79,1.22159403598754e-91,0,0,0,0
919,2.49910703886186e-142,1,4.75189138803196e-130,0,0,0,0,0,1.49916517310084e-38
920,0,0,0,1,0,0,1,0,1
921,0,1,0,0,0,0,0,0,0
922,0.00482173754977107,0,9.74179747758615e-267,0,1,0,4.00015468357864e-226,0,0
923,0,0,0,0,0,1.94146372330477e-64,1,1,0
924,0,0,0,0,0,1,8.76186687035025e-227,1,0
925,1,0,0,1,0,0,0,0,0
926,0,0,0,1,1,6.27208420832918e-164,1.40648857821771e-80,1,1
927,0,0,1,0,0,0,0,9.62359411725205e-46,2.5537004349688e-290
928,0,1,1,1,1,0,0,0,4.63372938710714e-240
929,0,0,7.36195365688274e-307,0,8.35544582264658e-26,0,0,3.58684906673861e-75,0
930,0,0,0,0,1,0,0,0,0
931,0,0,0,0,0,0,0,0,0
932,0,0,1.07749530422925e-283,6.67684165446938e-08,0,0,0,1,1
933,0,0,0,0,0,0,0,0,1
934,0,0,0,5.6847952884894e-161,0,0,1.66142913264007e-246,0,0
935,0,0,1,0,0,0,0,0,1.61759307295723e-115
936,5.6516073040807e-228,0,0,0,1,1.06972588780266e-214,0,0,1
937,0,0,0,0,1,0,0,0,1
938,0,0,0,0,5.55241751461843e-57,9.67769232133176e-83,1,0,0
939,1,0,0,1,0,0,0,0,0
940,0,0,6.89784913046467e-270,1,2.26357122317795e-233,0,0,1,0
941,1,5.63241032232808e-199,0,0,0,0,0,1,2.0502355466231e-35
942,2.37288155768257e-217,1,1,0,1,1,1,1,0
943,0,0,0,0,0,0,0,0,1
944,4.45423811682557e-280,0,1.46844480442139e-143,0,0,0,7.53683942748163e-306,0,1
945,3.12959215721274e-121,1,1,0,0,0,1,0,0
946,0,0,0,0,0,1,0,0,0
947,1,1,0,0,1,2.5326505412033e-201,0,1,0
948,0,0,0,0,0,1,0,0,0
949,0,0,0,1.11066779534668e-142,0,0,1.77973814952914e-169,0,0
950,1,0,0,1,0,0,0,1,0
951,0,6.72307856285803e-222,0,0,0,4.40122578638481e-98,1,0,3.41748666954865e-83
952,1,1,0,0,0,0,1,1.02609787320542e-201,1
953,0,0,0,1,1,1,2.29927395154604e-177,1,0
954,0,0,0,1,0,0,1,0,0
955,0,0,0,0,0,1,0,2.30284183493496e-184,2.35556803474741e-237
956,1,0,0,0,0,0,0,1,0
957,1.28122849949423e-101,0,0,0,0,0,0,0,0
958,0,3.6490299245321e-236,1,0,0,4.23178604912553e-75,0,0,7.32171605629712e-166
959,0,1,0,1,0,0,1.03269162499459e-238,0,2.31017817647311e-288
960,3.25426017032472e-38,0,0,0,0,0,0,0,0
961,0,0,0,1,0,1,0,0,0
962,0,1,0,1,0,1,0,0,0
963,0,0,0,0,0,1,0,7.98866414603077e-156,0
964,0,2.02242040104688e-156,0,0,0,0,0,1,5.83465502099221e-21
965,0,0,0,0,0,0,0,1,1.98655988575322e-140
966,0,0,0,0,0,1,0,0,0
967,0,1.73029138099621e-122,9.12978759333076e-233,0,1.81599594623644e-176,0,1,0,0
968,0,1,0,0,0,0,1,1,0
969,0,0,0,0,1,0,0,1,0
